,Unnamed: 0,Tweet,StopwordRemoval,Casefolding,Normalize,RemoveEmoticon,Stemming,HasilPreprocess,HasilProcess_lr,HasilProcess_svm,HasilProcess_dt,HasilProcess_nb,HasilProcess_stacking
179,179,"#MataNajwaDebatJakarta p ahok apapun hanya Utk rakyat, p anies tkt dicurangi... Ngerti bedanya..","#MataNajwaDebatJakarta p ahok apapun Utk rakyat, p anies tkt dicurangi... Ngerti bedanya..","#matanajwadebatjaka a p ahok apapun hanya utk rakyat, p anies tkt dicurangi... nge i bedanya..","#MataNajwaDebatJakarta p ahok apapun hanya Utk rakyat, p anies tkt dicurangi... Ngerti bedanya..","#MataNajwaDebatJakarta p ahok apapun hanya Utk rakyat, p anies tkt dicurangi... Ngerti bedanya..",matanajwadebatjakarta p ahok apa hanya utk rakyat p anies tkt curang ngerti beda,matanajwadebatjaka a p ahok apa untuk rakyat p anies tkt curang nge i beda,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
180,180,"@MataNajwa mantapppp Mata Najwa diskusi lebih hidup dan mendidik,,, jauh berkualitas di banding debat yg selenggarakan KPU","@MataNajwa mantapppp Mata Najwa diskusi hidup mendidik,,, berkualitas banding debat yg selenggarakan KPU"," matanajwa mantapppp mata najwa diskusi lebih hidup dan mendidik,,, jauh berkualitas di banding debat yg selenggarakan kpu","@MataNajwa mantapppp Mata Najwa diskusi lebih hidup dan mendidik,,, jauh berkualitas di banding debat yang selenggarakan KPU","@MataNajwa mantapppp Mata Najwa diskusi lebih hidup dan mendidik,,, jauh berkualitas di banding debat yg selenggarakan KPU",matanajwa mantapppp mata najwa diskusi lebih hidup dan didik jauh kualitas di banding debat yg selenggara kpu,mata najwa mantapppp mata najwa diskusi hidup didik kualitas banding debat yang selenggara komisi pemelihan umum,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
181,181,"@MataNajwa mbak najwa..ayo ""ketengah"" lagi sedikit..jgn terlihat ke kiri, dgn meminta terus pak anies cpt2 menyelesaikan kalimat2nya..","@MataNajwa mbak najwa..ayo ""ketengah"" sedikit..jgn kiri, dgn anies cpt2 menyelesaikan kalimat2nya.."," matanajwa mbak najwa..ayo ""ketengah"" lagi sedikit..jgn terlihat ke kiri, dgn meminta terus pak anies cpt menyelesaikan kalimatnya..","@MataNajwa mbak najwa..ayo ""ketengah"" lagi sedikit..jgn terlihat ke kiri, dengan meminta terus pak anies cpt2 menyelesaikan kalimat2nya..","@MataNajwa mbak najwa..ayo ""ketengah"" lagi sedikit..jgn terlihat ke kiri, dgn meminta terus pak anies cpt2 menyelesaikan kalimat2nya..",matanajwa mbak najwa ayo tengah lagi sedikit jgn lihat ke kiri dgn minta terus pak anies cpt2 selesai kalimat2nya,mata najwa mbak najwa ayo tengah sedikit jgn kiri dengan anies cepat selesai kalimat,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
182,182,"Dan soal soal ribut-ribut pribumi vs non pribumi yang ramai di beranda saya itu, sebenarnya maksudnya apa? ikut...","Dan ribut-ribut pribumi vs non pribumi ramai beranda itu, maksudnya apa? ikut...","dan soal soal ribut-ribut pribumi vs non pribumi yang ramai di beranda saya itu, sebenarnya maksudnya apa? ikut...","Dan soal soal ribut-ribut pribumi lawan non pribumi yang ramai di beranda saya itu, sebenarnya maksudnya apa? ikut...","Dan soal soal ribut-ribut pribumi vs non pribumi yang ramai di beranda saya itu, sebenarnya maksudnya apa? ikut...",dan soal soal ribut pribumi vs non pribumi yang ramai di beranda saya itu benar maksud apa ikut,ribut pribumi lawan non pribumi ramai beranda itu maksud apa ikut,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian
183,183,"Sedih liat pak anies saat ini, tokoh yang dulu saya kagumi kenapa jadi seperti ini ;') #MataNajwaDebatJakarta","Sedih liat anies ini, tokoh kagumi ;') #MataNajwaDebatJakarta","sedih liat pak anies saat ini, tokoh yang dulu saya kagumi kenapa jadi sepe i ini ') #matanajwadebatjaka a","Sedih lihat pak anies saat ini, tokoh yang dulu saya kagumi kenapa jadi seperti ini ;') #MataNajwaDebatJakarta","Sedih liat pak anies saat ini, tokoh yang dulu saya kagumi kenapa jadi seperti ini ;') #MataNajwaDebatJakarta",sedih liat pak anies saat ini tokoh yang dulu saya kagum kenapa jadi seperti ini matanajwadebatjakarta,sedih lihat anies ini tokoh kagum sepe i matanajwadebatjaka a,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
184,184,Awal sp akhir @aniesbaswedan bisanya cm serang pribadi @basuki_btp gak ada program yg perlu dibanggakan #MataNajwaDebatJakarta,Awal sp @aniesbaswedan bisanya cm serang pribadi @basuki_btp gak program yg dibanggakan #MataNajwaDebatJakarta,awal sp akhir aniesbaswedan bisanya cm serang pribadi basuki_btp gak ada program yg perlu dibanggakan #matanajwadebatjaka a,Awal sp akhir @aniesbaswedan bisanya cuma serang pribadi @basuki_btp tidak ada program yang perlu dibanggakan #MataNajwaDebatJakarta,Awal sp akhir @aniesbaswedan bisanya cm serang pribadi @basuki_btp gak ada program yg perlu dibanggakan #MataNajwaDebatJakarta,awal sp akhir aniesbaswedan bisa cm serang pribadi basuki btp gak ada program yg perlu bangga matanajwadebatjakarta,sp aniesbaswedan bisa cuma serang pribadi basuki btp tidak program yang bangga matanajwadebatjaka a,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
185,185,Gimana nih om @pandji pasti ikut gedeg juga kan dengerin retorika ga ada wawasan. Tapi gimana udah terlanjur ya. #matanajwadebatjakarta,Gimana nih om @pandji gedeg dengerin retorika ga wawasan. Tapi gimana udah terlanjur ya. #matanajwadebatjakarta,gimana nih om pandji pasti ikut gedeg juga kan dengerin retorika ga ada wawasan. tapi gimana udah terlanjur ya. #matanajwadebatjaka a,Gimana nih om @pandji pasti ikut gedek juga kan dengarkan retorika tidak ada wawasan. Tapi bagaimana sudah terlanjur ya. #matanajwadebatjakarta,Gimana nih om @pandji pasti ikut gedeg juga kan dengerin retorika ga ada wawasan. Tapi gimana udah terlanjur ya. #matanajwadebatjakarta,gimana nih om pandji pasti ikut gedeg juga kan dengerin retorika ga ada wawas tapi gimana udah lanjur ya matanajwadebatjakarta,bagaimana nih om panji gedek dengar retorika tidak wawas bagaimana sudah lanjur ya matanajwadebatjaka a,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
186,186,Haduhhhh Pak Anies.. Terus pendukung anda yang didatengin ke Jakarta itu dari mana pak? Dari luar jakarta kan #MataNajwaDebatJakarta,Haduhhhh Pak Anies.. Terus pendukung didatengin Jakarta pak? Dari jakarta #MataNajwaDebatJakarta,haduhhhh pak anies.. terus pendukung anda yang didatengin ke jaka a itu dari mana pak? dari luar jaka a kan #matanajwadebatjaka a,Haduhhhh Pak Anies.. Terus pendukung anda yang didatangi ke Jakarta itu dari mana pak? Dari luar jakarta kan #MataNajwaDebatJakarta,Haduhhhh Pak Anies.. Terus pendukung anda yang didatengin ke Jakarta itu dari mana pak? Dari luar jakarta kan #MataNajwaDebatJakarta,haduhhhh pak anies terus dukung anda yang didatengin ke jakarta itu dari mana pak dari luar jakarta kan matanajwadebatjakarta,haduhhhh anies dukung datang jaka a pak jaka a matanajwadebatjaka a,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian
187,187,Haha anies pendemo2 dr jawa barat kok ga ngomen. Takut kalah ya haha #MataNajwaDebatJakarta,Haha anies pendemo2 dr jawa barat ga ngomen. Takut kalah ya haha #MataNajwaDebatJakarta,haha anies pendemo dr jawa barat kok ga ngomen. takut kalah ya haha #matanajwadebatjaka a,Haha anies pendemo2 dari jawa barat kok tidak ngomen. Takut kalah ya haha #MataNajwaDebatJakarta,Haha anies pendemo2 dr jawa barat kok ga ngomen. Takut kalah ya haha #MataNajwaDebatJakarta,haha anies pendemo2 dr jawa barat kok ga ngomen takut kalah ya haha matanajwadebatjakarta,haha anies demo dari jawa barat tidak ngomen takut kalah ya haha matanajwadebatjaka a,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
188,188,#MataNajwaDebatJakarta pak uno habis 62M istrinya ga marah ya pak? Saya mo beli sepatu 300rb aja istri saya marah2 pak,#MataNajwaDebatJakarta uno habis 62M istrinya ga marah ya pak? Saya mo beli sepatu 300rb aja istri marah2,#matanajwadebatjaka a pak uno habis m istrinya ga marah ya pak? saya mo beli sepatu rb aja istri saya marah pak,#MataNajwaDebatJakarta pak uno habis 62M istrinya tidak marah ya pak? Saya mau beli sepatu 300rb saja istri saya marah marah pak,#MataNajwaDebatJakarta pak uno habis 62M istrinya ga marah ya pak? Saya mo beli sepatu 300rb aja istri saya marah2 pak,matanajwadebatjakarta pak uno habis 62m istri ga marah ya pak saya mo beli sepatu 300rb aja istri saya marah2 pak,matanajwadebatjaka a uno habis sama istri tidak marah ya pak mau beli sepatu ribu saja istri marah,bukan ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
189,189,"#MataNajwaDebatJakarta jangan suka menyerang, ini bukan perang,. mengapa ingin ibadah harus menyerang orang..","#MataNajwaDebatJakarta suka menyerang, perang,. ibadah menyerang orang..","#matanajwadebatjaka a jangan suka menyerang, ini bukan perang,. mengapa ingin ibadah harus menyerang orang..","#MataNajwaDebatJakarta jangan suka menyerang, ini bukan perang,. mengapa ingin ibadah harus menyerang orang..","#MataNajwaDebatJakarta jangan suka menyerang, ini bukan perang,. mengapa ingin ibadah harus menyerang orang..",matanajwadebatjakarta jangan suka serang ini bukan perang mengapa ingin ibadah harus serang orang,matanajwadebatjaka a suka serang perang ibadah serang orang,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
190,190,"#MataNajwaDebatJakarta Paslon 3 serang terus dengan membawa2 hal2 yg biasa menyerang, tp Paslon 2 tenang menjawabnya","#MataNajwaDebatJakarta Paslon 3 serang membawa2 hal2 yg menyerang, tp Paslon 2 tenang menjawabnya","#matanajwadebatjaka a paslon  serang terus dengan membawa hal yg biasa menyerang, tp paslon  tenang menjawabnya","#MataNajwaDebatJakarta Paslon 3 serang terus dengan membawa2 hal hal yang biasa menyerang, tetapi Paslon 2 tenang menjawabnya","#MataNajwaDebatJakarta Paslon 3 serang terus dengan membawa2 hal2 yg biasa menyerang, tp Paslon 2 tenang menjawabnya",matanajwadebatjakarta paslon 3 serang terus dengan membawa2 hal2 yg biasa serang tp paslon 2 tenang jawab,matanajwadebatjaka a pasang calon serang bawa yang serang tetapi pasang calon tenang jawab,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
191,191,"Aahhh akuh sedih, akuh org depok ternyata ngga boleh ke jakarta pak mANIES jahattttt #MataNajwaDebatJakarta","Aahhh akuh sedih, akuh org depok ngga jakarta mANIES jahattttt #MataNajwaDebatJakarta","aahhh akuh sedih, akuh org depok ternyata ngga boleh ke jaka a pak manies jahattttt #matanajwadebatjaka a","Aahhh aku sedih, aku orang depok ternyata tidak boleh ke jakarta pak mANIES jahattttt #MataNajwaDebatJakarta","Aahhh akuh sedih, akuh org depok ternyata ngga boleh ke jakarta pak mANIES jahattttt #MataNajwaDebatJakarta",aahhh akuh sedih akuh org depok nyata ngga boleh ke jakarta pak manies jahattttt matanajwadebatjakarta,aahhh aku sedih aku orang depok tidak jaka a manies jahattttt matanajwadebatjaka a,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
192,192,"#MataNajwaDebatJakarta saludd utk mata najwa, berbobot sekali perdebatan malam ini..","#MataNajwaDebatJakarta saludd utk mata najwa, berbobot perdebatan malam ini..","#matanajwadebatjaka a saludd utk mata najwa, berbobot sekali perdebatan malam ini..","#MataNajwaDebatJakarta saludd untuk mata najwa, berbobot sekali perdebatan malam ini..","#MataNajwaDebatJakarta saludd utk mata najwa, berbobot sekali perdebatan malam ini..",matanajwadebatjakarta saludd utk mata najwa bobot sekali debat malam ini,matanajwadebatjaka a saludd untuk mata najwa bobot debat malam ini,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
193,193,Jadilah orang yang bertanggung jawab atas segala tindakan anda. dengan demikian anda akan menuai hal yang positif. #SidangAhok,Jadilah orang bertanggung tindakan anda. menuai positif. #SidangAhok,jadilah orang yang be anggung jawab atas segala tindakan anda. dengan demikian anda akan menuai hal yang positif. #sidangahok,Jadilah orang yang bertanggung jawab atas segala tindakan anda. dengan demikian anda akan menuai hal yang positif. #SidangAhok,Jadilah orang yang bertanggung jawab atas segala tindakan anda. dengan demikian anda akan menuai hal yang positif. #SidangAhok,jadi orang yang tanggung jawab atas segala tindak anda dengan demikian anda akan tuai hal yang positif sidangahok,orang be anggung tindak anda tuai positif sidangahok,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
194,194,"Menurut Anda, apakah #SidangAhok Dugaan Penistaan Agama dgn Terdakwa @basuki_btp murni isyu Pilkada DKI Jakarta atau murni demi Islam???","Menurut Anda, #SidangAhok Dugaan Penistaan Agama dgn Terdakwa @basuki_btp murni isyu Pilkada DKI Jakarta murni Islam???","menurut anda, apakah #sidangahok dugaan penistaan agama dgn terdakwa basuki_btp murni isyu pilkada dki jaka a atau murni demi islam???","Menurut Anda, apakah #SidangAhok Dugaan Penistaan Agama dengan Terdakwa @basuki_btp murni isu Pilkada DKI Jakarta atau murni demi Islam???","Menurut Anda, apakah #SidangAhok Dugaan Penistaan Agama dgn Terdakwa @basuki_btp murni isyu Pilkada DKI Jakarta atau murni demi Islam???",turut anda apakah sidangahok duga nista agama dgn dakwa basuki btp murni isyu pilkada dki jakarta atau murni demi islam,anda sidangahok duga nista agama dengan dakwa basuki btp murni isu pilih kepala daerah daerah khusus ibukota jaka a murni islam,bukan ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
195,195,Semua kejujuran akan mendapatkan pahala dari surga. Sabar ya Pak Basuki #FreeAhok https://t.co/NlgbEcj4Jc,Semua kejujuran pahala surga. Sabar ya Pak Basuki #FreeAhok https://t.co/NlgbEcj4Jc,semua kejujuran akan mendapatkan pahala dari surga. sabar ya pak basuki #freeahok ,Semua kejujuran akan mendapatkan pahala dari surga. Sabar ya Pak Basuki #FreeAhok https://t.co/NlgbEcj4Jc,Semua kejujuran akan mendapatkan pahala dari surga. Sabar ya Pak Basuki #FreeAhok https://t.co/NlgbEcj4Jc,semua jujur akan dapat pahala dari surga sabar ya pak basuki freeahok https t co nlgbecj4jc,jujur pahala surga sabar ya basuki freeahok,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
196,196,Jadilah orang yang bertanggung jawab atas segala tindakan anda. dengan demikian anda akan menuai hal yang positif. #SidangAhok,Jadilah orang bertanggung tindakan anda. menuai positif. #SidangAhok,jadilah orang yang be anggung jawab atas segala tindakan anda. dengan demikian anda akan menuai hal yang positif. #sidangahok,Jadilah orang yang bertanggung jawab atas segala tindakan anda. dengan demikian anda akan menuai hal yang positif. #SidangAhok,Jadilah orang yang bertanggung jawab atas segala tindakan anda. dengan demikian anda akan menuai hal yang positif. #SidangAhok,jadi orang yang tanggung jawab atas segala tindak anda dengan demikian anda akan tuai hal yang positif sidangahok,orang be anggung tindak anda tuai positif sidangahok,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
197,197,"#MataNajwaDebatJakarta terima kasih telah memberikan pendidikan demokrasi pada rakyat Indonesia, khususnya Jakarta.","#MataNajwaDebatJakarta terima kasih pendidikan demokrasi rakyat Indonesia, Jakarta.","#matanajwadebatjaka a terima kasih telah memberikan pendidikan demokrasi pada rakyat indonesia, khususnya jaka a.","#MataNajwaDebatJakarta terima kasih telah memberikan pendidikan demokrasi pada rakyat Indonesia, khususnya Jakarta.","#MataNajwaDebatJakarta terima kasih telah memberikan pendidikan demokrasi pada rakyat Indonesia, khususnya Jakarta.",matanajwadebatjakarta terima kasih telah beri didik demokrasi pada rakyat indonesia khusus jakarta,matanajwadebatjaka a terima kasih didik demokrasi rakyat indonesia jaka a,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
198,198,"Keberagaman itu datang dr hati terdalam, bukan dr pencitraan #Tetap3 #JKTBeragam","Keberagaman dr hati terdalam, dr pencitraan #Tetap3 #JKTBeragam","keberagaman itu datang dr hati terdalam, bukan dr pencitraan #tetap #jktberagam","Keberagaman itu datang dari hati terdalam, bukan dari pencitraan #Tetap3 #JKTBeragam","Keberagaman itu datang dr hati terdalam, bukan dr pencitraan #Tetap3 #JKTBeragam",agam itu datang dr hati dalam bukan dr citra tetap3 jktberagam,agam dari hati dalam dari citra tetap jktberagam,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
199,199,"Membangun bangsa dan negara ini engga cukup dengan metoda pencitraan saja ,tanpa teruji lewat rekam jejak dan integritas tokohnya","Membangun bangsa negara engga metoda pencitraan ,tanpa teruji rekam jejak integritas tokohnya","membangun bangsa dan negara ini engga cukup dengan metoda pencitraan saja ,tanpa teruji lewat rekam jejak dan integritas tokohnya","Membangun bangsa dan negara ini tidak cukup dengan metoda pencitraan saja ,tanpa teruji lewat rekam jejak dan integritas tokohnya","Membangun bangsa dan negara ini engga cukup dengan metoda pencitraan saja ,tanpa teruji lewat rekam jejak dan integritas tokohnya",bangun bangsa dan negara ini engga cukup dengan metoda citra saja tanpa uji lewat rekam jejak dan integritas tokoh,bangun bangsa negara tidak metoda citra tanpa uji rekam jejak integritas tokoh,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
200,200,jangan ada keberpihakan dalam badan hukum karena itu akan merusak demokrasi #important #MataNajwaDebatJakarta,keberpihakan badan hukum merusak demokrasi #important #MataNajwaDebatJakarta,jangan ada keberpihakan dalam badan hukum karena itu akan merusak demokrasi #impo ant #matanajwadebatjaka a,jangan ada keberpihakan dalam badan hukum karena itu akan merusak demokrasi #important #MataNajwaDebatJakarta,jangan ada keberpihakan dalam badan hukum karena itu akan merusak demokrasi #important #MataNajwaDebatJakarta,jangan ada pihak dalam badan hukum karena itu akan rusak demokrasi important matanajwadebatjakarta,pihak badan hukum rusak demokrasi impo ant matanajwadebatjaka a,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
